"year","month","fleet","sex","partition","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
1999,"7",2,3,2,42.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3299.5481,289.2285,7978.1135,12977.098,5968.7981,11962.0897,7090.7723,1813.3885,13305.8592,2622.0355,1736.1747,3524.8001,304.5033,1825.1824,1606.6134,2155.181,65.5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2529.5343,2625.0542,4686.9854,4439.3738,2349.7242,2247.9605,1164.8702,67.735,1649.3039,0,1606.6134,0,0,0,0,0,0,0,0,0,0
2000,"7",2,3,2,133.944,0,0,0,0,0,0,0,0,49.0012,0,0,0,0,0,98.0024,598.0694,903.7015,1475.8198,5212.3801,6100.2768,9841.5697,5097.1095,6257.5317,7872.4548,6212.2283,5466.9259,6885.5443,6174.077,3279.0288,2917.0593,2271.7565,2149.8581,781.7983,0,0,186.1666,0,0,0,0,0,0,0,0,0,0,0,49.0012,0,0,210.7225,49.0012,1174.9381,2687.4848,9262.7826,15466.826,9910.7264,4725.9214,3857.4662,2008.8962,1313.9988,403.5708,586.3822,120.904,0,0,0,0,0,0,0,0,0,0
2001,"7",2,3,2,54.738,0,0,0,0,0,0,0,0,0,0,0,96.0237,607.8333,236.0788,607.8333,0,427.4224,381.0599,1787.6265,2472.3259,4572.9852,6251.5267,7052.8999,3822.3111,6105.5503,2473.5377,4630.3813,2780.287,2398.1837,1378.8709,659.0525,1248.7863,201.3014,1221.0513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.8333,607.8333,1451.7455,843.9121,0,3165.3133,6032,5672.9298,5734.318,2275.5407,1022.5783,264.4253,96.0237,902.2998,0,69.2442,0,0,769.6964,0,0,0,0,0,0
2002,"7",2,3,2,29.526,0,0,0,0,0,0,0,0,0,0,0,0,0,991.8433,502.1991,0,185.2305,37.7744,998.1166,3753.2003,1732.9528,1805.95,3404.9891,2405.2758,4541.8116,3568.7065,8183.6713,6508.2981,4656.6233,3276.8119,1568.1491,3124.8763,1518.263,429.0168,150.0851,1474.5645,147.4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.6134,2557.7856,2597.0592,2163.0653,5462.475,495.8294,271.4134,331.3855,293.6111,0,1606.6134,146.8056,0,0,0,0,0,0,0,0,0
2003,"7",2,3,2,109.968,0,0,0,0,0,0,0,0,0,0,0,0,125.6079,125.6079,244.0296,2491.1783,1764.0193,5018.1827,2850.082,7606.8104,11511.5911,15360.5661,16216.9976,10644.2598,10559.8505,6241.7038,4563.6691,3262.3039,4036.7675,1157.1509,2172.333,1451.9637,1426.3846,402.8594,202.8155,423.9198,0,0,0,0,0,0,0,0,0,0,0,94.2059,31.402,94.2059,94.2059,595.8459,453.1586,1836.985,3845.6604,7005.3675,6447.5684,6666.7991,4771.4276,4163.4776,2539.786,2556.9658,618.1481,503.8122,0,0,0,0,0,0,0,0,0,0
2004,"7",2,3,2,108.864,0,0,0,0,0,0,0,0,0,0,0,0,54.9168,109.8335,361.1643,567.4732,1064.0061,5097.9855,4745.2663,6598.9598,9455.799,14541.813,12218.2536,18422.6998,16989.7402,14691.2088,11685.6399,14076.9828,12085.6699,9936.6318,3281.0108,5930.3724,262.1055,3642.0987,1606.6134,1465.0598,4780.467,0,0,0,0,0,0,0,0,0,0,0,0,0,164.7503,1018.6811,1517.2161,3004.17,6087.4533,5059.5639,4334.054,2633.482,2744.6839,2073.3835,941.4558,830.5923,864.3765,317.0223,629.1616,0,0,0,0,0,0,0,0,0
2005,"7",2,3,2,203.378,0,0,0,0,0,0,0,0,0,0,58.5611,58.5611,0,335.4852,221.3275,963.1023,3060.8269,5258.6536,6826.3702,12038.6028,12836.4914,21252.8428,29009.8448,29675.5481,37340.7705,36042.8057,20774.5154,18860.1939,10740.8448,7271.6144,8264.4212,6355.729,2514.0479,1260.4411,284.971,0,270.2968,0,0,0,0,0,0,0,0,60.1227,0,0,0,0,0,241.284,729.7691,2862.1761,3942.3032,3180.8599,3030.8961,8789.2298,3152.9367,540.0277,1568.9257,3061.0338,47.762,1014.3129,0,0,0,0,0,0,0,0,0,0
2006,"7",2,3,2,570.24,0,0,0,0,0,0,0,76.4922,0,0,0,0,0,123.2821,181.4307,473.8624,1539.0316,1785.1023,3808.4875,7992.6176,11990.0947,22810.8221,36000.813,37651.9447,57601.9338,41867.4685,43670.9406,26576.5457,30288.7181,17950.882,12193.753,5454.9857,3358.8021,2913.2105,1329.8084,2123.6107,3474.269,0,0,0,0,0,53.3489,0,0,0,0,0,0,0,0,227.6184,882.9567,1062.9711,1942.521,3656.5886,6312.4179,13783.6136,9098.0105,11655.0537,9065.4996,4097.2318,2822.5959,1966.5434,2506.1382,747.4901,587.0168,15.5189,333.4436,0,0,0,0,0
2007,"7",2,3,2,155.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.7391,794.3314,1256.7777,1421.8752,1993.6352,2351.31,7187.1889,9315.0599,11424.0744,18178.3046,17147.2655,14092.0045,18500.1678,11619.9383,6477.4881,4015.2251,2339.3402,1094.7173,511.6093,949.8737,108.9818,81.3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.7391,138.8723,251.0024,1129.9624,1026.715,3508.8449,4367.4919,6028.546,4636.0168,3586.732,2564.8628,2120.7532,1200.9305,341.5804,122.1717,15.7801,0,0,0,0,0,0,0
2008,"7",2,3,2,637.074,0,0,0,0,0,0,0,0,0,0,0,0,0,112.76,89.4103,225.8552,865.3954,1538.6354,5686.2784,6257.148,9856.7685,12745.0687,25545.903,43072.7013,46519.8742,50840.8566,49930.1399,47894.3539,30477.2229,28786.1067,13011.4992,7774.6782,5830.5223,1875.6876,1587.5717,2139.0346,972.8818,0,0,0,0,0,0,0,0,0,0,0,0,42.685,28.4885,0,315.8323,1548.5081,4158.9918,3908.9697,8238.6951,16690.0305,18179.2408,15701.415,17981.9921,12371.2005,4434.5737,3746.7838,1139.9993,380.6322,247.1379,200.6486,21.8908,0,0,75.4516,0,0
2009,"7",2,3,2,319.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.6967,1149.4347,1964.5008,2765.9618,4211.8125,6154.4094,9882.1675,12053.027,21269.6961,31796.7947,27220.9079,31328.2428,40547.41,39141.8222,25688.6855,14414.3709,7967.2337,5266.0724,4143.3992,1675.3109,274.3527,515.0474,1121.1223,0,0,0,0,0,0,0,0,0,0,0,0,971.3934,953.0867,505.3865,1629.1716,3209.0813,6206.2769,7484.0385,11202.738,12755.3251,15816.0353,17829.4706,10543.2492,7727.1493,4846.4657,545.5589,79.861,260.9613,0,0,51.2913,0,0,0,0,0
2010,"7",2,3,2,296.908,0,0,0,0,0,0,0,0,0,0,0,0,0,302.3451,507.4355,1181.0963,878.7557,1443.8486,2004.0291,3098.9341,7224.2059,12545.4662,20671.3141,22947.982,26834.0478,29354.9672,33008.6583,24409.3506,16534.2066,8297.2632,9200.6227,3592.4379,4047.7704,1557.3694,346.6821,131.025,3220.031,0,0,0,0,0,0,0,0,0,0,0,0,509.1777,426.6231,1251.4536,1599.2168,3260.1376,5297.3714,11581.7195,14950.9733,19455.0123,19362.8645,21911.1445,14892.0956,9345.8193,5154.1215,1182.5122,1637.3089,0,0,68.6393,0,0,0,0,0,0
2011,"7",2,3,2,571.928,0,0,0,0,0,0,0,0,0,0,0,0,447.682,1015.0264,3117.2878,8263.9151,9581.3236,12511.2377,11965.4196,11860.2899,11584.3347,19453.2277,17503.928,21870.9678,25913.6478,33240.3675,31652.6275,25293.848,25214.852,18337.6007,8932.535,6548.9785,4771.0517,2865.3641,3546.2714,1036.1896,920.0086,0,0,0,0,0,0,0,146.2095,0,0,0,0,623.1651,650.7533,3080.7465,2959.4414,3460.0967,10073.8244,15206.2688,24625.3863,23391.1449,24700.1378,20599.7536,16184.7452,9925.608,9220.3479,4571.9277,2334.6991,955.8434,611.4631,1258.7253,412.9522,146.5518,146.2095,0,0,146.2095
2012,"7",2,3,2,438.824,0,0,0,0,0,0,0,0,0,0,0,0,726.7757,979.2771,3247.2841,3492.9881,10018.197,17810.5484,19595.1486,21568.9857,21521.9866,28536.6016,19455.4241,18491.7379,9925.6738,18288.7608,14915.8978,12913.6359,14693.9479,8368.8499,10801.1296,6880.7344,4625.1575,4283.8858,2061.7514,1301.2211,894.0783,0,0,0,0,0,0,0,0,0,0,0,0,134.497,892.5529,2212.5549,3599.4748,3982.0643,8120.6296,8119.4307,12574.7362,18663.3054,14159.8084,14288.9169,15280.0708,8820.2477,2890.7097,1563.5796,1083.3444,479.4096,42.4463,290.9114,298.9694,9.3942,42.5382,0,0,25.0585
2013,"7",2,3,2,274.476,0,0,0,0,0,0,0,0,0,0,0,0,0,1051.7796,1474.1454,3032.0445,6119.6249,11119.1599,11801.7078,12007.6271,18007.524,14884.8792,14716.78,10488.8321,9477.764,7111.9183,4337.4374,4275.237,4160.3847,3099.2027,1694.9466,3321.9442,1261.9551,302.2463,720.2367,397.2106,222.488,0,0,0,0,0,0,0,0,0,0,0,0,20.8332,254.0711,781.1162,3816.6903,1632.8868,6238.9966,5135.4835,6283.9798,2702.3647,1979.8452,2067.573,2156.1501,803.739,742.5107,102.4269,1427.4517,42.6552,0,0,0,0,0,0,0,0
2014,"7",2,3,2,535.698,0,0,0,0,0,0,0,0,0,0,0,235.6625,479.8216,399.6663,287.9182,2350.0002,3627.0486,9268.5189,9227.6328,17961.0191,24138.3214,28387.0866,31080.4994,30215.4453,26942.9799,22460.9588,16610.3539,10376.5906,8653.1666,4763.2925,3809.8796,1833.8139,3476.6757,1312.6545,826.8959,2007.8998,720.5595,0,0,0,0,0,0,0,0,0,0,0,160.6659,409.2354,135.0107,818.9815,2282.5332,3734.6353,8221.7431,11132.0032,19174.0673,17863.444,13842.4519,11348.6555,7359.1086,8282.9515,2648.0598,1490.5789,559.3671,585.0464,57.9838,42.3678,0,0,0,0,0,260.1312
2015,"7",2,3,2,622.374,0,0,0,0,0,0,0,0,0,0,0,154.4446,375.5778,1089.0881,1870.744,2912.8039,5968.6089,7331.5081,7517.5643,13944.1907,20157.8216,29503.4058,39611.6052,36773.9492,31322.0726,26345.5619,21910.4157,13911.0105,9910.0306,4279.1607,3507.7132,2005.2694,1093.3929,1309.7044,802.9324,934.1143,500.3724,0,0,0,0,0,0,0,0,0,66.8769,0,64.8234,282.8991,516.5686,1332.3719,2221.5083,3927.3374,6749.8228,12057.3005,17117.7253,13719.6357,12950.0823,8727.7839,9527.1717,6912.4616,4374.1514,2380.5625,248.5148,749.4436,219.217,0,0,0,0,0,0,0
2016,"7",2,3,2,682.058,0,0,0,0,0,0,0,0,0,0,0,0,34.9925,793.3281,3291.624,4636.9671,10979.8103,13539.7583,16645.2977,18349.1612,17771.3512,24033.4582,33187.8501,31999.8542,38512.0487,32193.6807,21945.567,15271.8191,11884.1876,9068.7365,6194.985,4312.3031,3187.1862,3670.8872,4609.0207,1169.1048,1856.4229,0,0,0,0,0,0,0,0,0,0,67.0825,273.7148,67.0825,630.5994,2099.8572,3468.3159,5477.6158,7822.667,14157.1633,11594.0582,13469.9339,16098.6345,13056.8473,6087.4836,6823.019,5186.875,1614.375,2185.7681,244.0793,240.2075,0,253.1264,0,0,0,0,36.7649
2017,"7",2,3,2,580.948,0,0,0,0,0,0,67.1829,0,0,0,0,0,0,285.8381,397.2445,3942.5941,8930.4515,19314.5441,26788.157,41834.9165,46939.0892,59634.1756,43449.5299,43796.8964,30610.9521,26780.4918,31439.11,19136.2927,10771.8854,7414.7949,5256.279,1660.4986,4326.5068,2482.4221,486.6247,754.4731,2321.9523,0,0,0,0,0,0,0,0,0,0,0,0,0,368.4776,637.8436,1393.4819,8001.0324,14459.9617,25640.9983,29686.4128,30848.262,22966.4912,19042.0333,12014.4607,11956.2174,5499.2019,2293.4758,577.4735,1076.1807,276.612,697.362,230.9254,25.6948,65.0663,0,0,146.4794
2018,"7",2,3,2,536.646,0,0,0,0,0,0,0,0,0,0,0,47.898,543.2583,2431.1338,1408.5891,3129.5573,7805.2837,11288.1573,13707.6995,22305.0795,42759.9878,56205.0568,78859.2213,69605.0263,61454.0283,65878.2597,50476.1509,31893.4957,16736.9382,13208.4681,8917.7726,7127.1529,1444.0253,2230.2689,853.7605,1710.0768,852.8172,0,0,0,0,0,0,0,0,0,0,36.515,596.8079,2220.931,4621.4271,2340.7561,2607.8901,6549.7543,7976.4277,17577.8347,24048.7996,34818.2794,31282.8158,18022.3329,18283.7365,12564.7209,9023.6989,2739.8423,3227.2708,1680.3258,543.2583,602.97,0,0,0,0,0,0
2019,"7",2,3,2,711.8,0,0,0,0,0,0,0,0,0,362.2977,0,0,162.9224,702.0061,2075.6721,10153.6596,14300.5403,24431.0665,37472.2063,32354.9906,43621.3187,67695.7445,82046.0218,90364.2928,86919.1124,79429.9496,75325.4721,54107.29,34092.2897,23426.2932,13185.8915,9131.5147,9615.6604,3037.6366,3704.9495,724.5954,3418.1019,0,0,0,0,0,0,0,0,0,0,0,0,402.7685,372.9667,3590.9451,5276.9529,10030.3359,22397.5588,21279.2866,31964.7101,33615.3389,39815.9076,30449.879,27885.7899,16163.0114,7925.5261,4820.2733,3057.7824,2461.4672,1476.2926,724.5954,1449.1909,0,0,0,362.2977,0
2020,"7",2,3,2,147.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.8673,478.0751,853.4936,1400.9697,5647.9564,4798.8371,4283.6271,6343.3998,7273.586,12515.1569,8065.585,10573.7801,10843.1672,5202.7759,2722.8182,1614.6721,2656.6744,1799.8252,275.5525,0,612.1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0337,54.9168,377.3401,481.7929,622.0234,1553.2457,1297.241,2460.4836,2943.1039,1355.5511,460.7241,728.5081,613.9582,222.7457,529.1484,0,0,0,0,0,0,0,0,0
2021,"7",2,3,2,423.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8558,76.9608,1799.382,10539.2075,22893.934,38346.9238,59189.7695,65927.2452,88032.135,89520.7794,58645.8474,42520.5078,41290.0373,29389.568,16380.1443,9744.129,8401.7785,3439.3919,4097.477,301.1538,0,549.1994,1169.6659,0,0,0,0,0,0,0,0,0,0,0,0,0,111.701,240.2973,1115.0527,3252.7855,9870.2213,19870.793,17147.4416,14761.6738,17927.261,16477.5539,7010.2517,6783.6239,3025.4608,3147.5875,544.5221,544.5221,1089.0441,244.8051,0,111.701,0,0,0,0
2022,"7",2,3,2,399.282,0,0,0,0,0,0,0,0,0,0,30.1721,30.1721,491.8683,567.9686,48.5818,428.5484,6620.196,6381.4341,13328.675,19671.7072,32313.7478,51833.6818,46433.1828,56203.3193,49261.6429,37393.8632,27312.6179,20396.8686,12157.6915,10527.1206,6590.0065,4245.099,3458.9747,1347.7319,3209.3906,3386.7488,19575.5346,0,0,0,0,0,0,0,0,0,0,60.3442,120.6884,268.8505,1068.7807,712.2488,1659.0875,2205.55,8907.6138,11654.0077,13815.8447,16193.3512,19662.636,7779.5948,9967.5747,2387.6367,2102.3045,2934.747,139.6663,65.4513,95.3363,28.3443,0,0,0,0,313.5275,1425.256
2023,"7",2,3,2,426.716,0,0,0,0,0,0,0,0,0,0,0,228.0744,1906.2337,3714.7636,2607.6016,2500.6972,4748.0162,3704.5642,8337.4467,11244.6008,17942.1406,28785.2937,48630.0081,61324.6108,77932.2494,69252.2121,65314.2821,53716.4926,23055.5402,25178.5355,11169.8084,13857.4871,6787.2465,3412.5696,809.1913,2385.5627,3655.9002,0,0,0,0,0,0,0,0,210.4308,0,271.4053,1480.9038,1121.8453,1502.5591,3343.1994,3561.1536,6744.1891,4509.7785,6475.4009,6452.0746,7304.2914,11625.7869,11752.3514,10939.3825,7124.9757,3980.219,3619.9482,1210.4481,2300.3169,626.4141,626.4141,0,0,0,0,0,0
2024,"7",2,3,2,545.45,0,0,0,0,0,0,0,0,0,0,564.4916,1973.4811,6293.4017,10076.7224,9793.9706,17686.8874,15220.5912,12158.0473,24122.6973,33076.0367,46830.1474,70269.7775,72885.0846,83695.4611,96510.6763,83569.4383,72949.0481,42324.2252,33239.5764,17867.6879,11850.488,6771.1216,4939.6628,2093.5196,2594.2748,0,4085.0149,0,0,0,0,0,0,0,0,0,0,398.4829,2391.8315,5952.1624,5361.7368,9505.2547,8783.5034,7944.0092,12393.2774,20681.2749,13544.181,14972.168,16940.5151,15331.5404,10776.8517,12765.0033,3230.5727,1381.1563,647.1229,612.3949,178.7982,0,0,0,0,0,0,0
1970,"7",3,0,2,7.06,0,0,0,0,0,0,0,0,0,1774.0693,4435.1733,8574.6683,19810.4406,20401.7971,13896.8763,9166.0248,9461.703,4730.8515,2661.104,3843.8168,3843.8168,2069.7475,1478.3911,591.3564,591.3564,591.3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,"7",3,0,2,1.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780.806,0,0,0,0,0,780.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,"7",3,0,2,42.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1316.0482,4504.2395,12666.2872,37114.0066,26450.4873,28340.6051,20946.2439,14458.8232,9785.2587,8397.398,21273.3991,17525.1868,12107.4614,10487.1292,5435.3305,6873.9958,3959.269,4468.5948,2697.2312,2758.8176,230.4409,2758.8176,2304.4085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,"7",3,0,2,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,13,15,19,18,13,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"7",3,0,2,98.84,0,0,0,0,0,0,0,0,0,0,0,1001.8759,94.7043,2161.5923,4512.5932,9056.7544,15888.7803,21435.92,24049.7379,27159.0866,41428.6067,59763.7915,56377.4406,42157.4476,32911.4498,34528.0475,24677.4172,26688.4221,17590.421,17677.5889,10269.4723,12162.8208,10864.1595,7052.351,5273.2694,5486.7097,1440.9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"7",3,0,2,28.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4819.8401,18043.2634,43266.9863,78288.9847,78104.4426,61392.7906,38340.313,25476.0872,11645.9343,8727.1696,8727.1696,10710.786,10610.4395,5208.162,2630.7893,664.9784,341.392,341.392,682.784,0,0,0,682.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"7",3,0,2,29.804,0,0,0,0,0,0,0,0,0,0,0,666.6068,0,666.6068,1999.8205,2666.4273,6666.0682,9999.1024,6666.0682,9555.836,13998.7433,11332.316,8665.8887,9332.4955,6666.0682,5332.8546,2666.4273,2666.4273,1999.8205,1333.2136,1333.2136,0,0,1333.2136,0,0,666.6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"7",3,0,2,17.076,0,0,0,0,0,0,0,0,0,0,0,0,1484.8873,5939.5491,13131.9718,13189.9752,5823.5423,7308.4295,10657.7121,12638.1142,7491.1403,4331.6117,7796.9011,6869.0303,1863.7168,4217.4304,350.0091,350.0091,0,350.0091,350.0091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,"7",3,0,2,14.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2649.2461,1324.6231,3973.8692,29141.7075,25167.8383,23843.2152,30466.3306,30466.3306,14570.8538,13246.2307,2649.2461,2649.2461,6623.1153,0,1324.6231,1324.6231,0,1324.6231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
